,id,opening_hours,city,creation_date,data_id,street,email,phone_number,name,_rid,_self,_etag,_attachments,_ts
296,296,08:00-12:00,New York,6/23/17 20:19,146,Randalls Is Rd,kalils_restaurant@gmail.com,0495-409004,Kalils Restaurant,LFZbAOhfMFopAQAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAOhfMFo=/docs/LFZbAOhfMFopAQAAAAAAAA==/,"""1000d2e7-0000-0200-0000-622fb55c0000""",attachments/,1647293788
297,297,08:00-12:00,San Francisco,9/27/17 18:27,257,Montague Pl,"testimonial_dinner,_little_hungary@hotmail.com",0496-818288,"Testimonial Dinner, Little Hungary",LFZbAOhfMFoqAQAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAOhfMFo=/docs/LFZbAOhfMFoqAQAAAAAAAA==/,"""1000d5e7-0000-0200-0000-622fb55c0000""",attachments/,1647293788
298,298,08:00-12:00,San Francisco,5/20/17 16:17,88,Nottingham Pl,quill_and_dagger_club@inbox.com,0499-486861,Quill And Dagger Club,LFZbAOhfMForAQAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAOhfMFo=/docs/LFZbAOhfMForAQAAAAAAAA==/,"""1000d8e7-0000-0200-0000-622fb55c0000""",attachments/,1647293788
299,299,08:00-12:00,San Francisco,5/2/17 13:08,50,Cleo Rand Ln,sullivans@inbox.com,0496-197092,Sullivans,LFZbAOhfMFosAQAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAOhfMFo=/docs/LFZbAOhfMFosAQAAAAAAAA==/,"""1000d9e7-0000-0200-0000-622fb55c0000""",attachments/,1647293788
300,300,08:00-12:00,New York,8/30/17 11:51,222,W 155th St,larrys_country_inn@yahoo.com,0499-138846,Larrys Country Inn,LFZbAOhfMFotAQAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAOhfMFo=/docs/LFZbAOhfMFotAQAAAAAAAA==/,"""1000dae7-0000-0200-0000-622fb55c0000""",attachments/,1647293788
301,301,08:00-12:00,San Francisco,3/29/19 10:57,424,Atalaya Terrace,city_editors_association_of_philadelphia@yahoo.com,0496-041119,City Editors Association Of Philadelphia,LFZbAOhfMFouAQAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAOhfMFo=/docs/LFZbAOhfMFouAQAAAAAAAA==/,"""1000dbe7-0000-0200-0000-622fb55c0000""",attachments/,1647293788
302,302,08:00-12:00,San Francisco,3/25/19 7:25,422,Peninsula Ave,mr_lowden@gmail.com,0496-267789,Mr. Lowden,LFZbAOhfMFovAQAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAOhfMFo=/docs/LFZbAOhfMFovAQAAAAAAAA==/,"""1000dce7-0000-0200-0000-622fb55c0000""",attachments/,1647293788
303,303,08:00-12:00,New York,6/30/17 5:43,152,Wall St,savoy_grill@yahoo.com,0497-606598,Savoy Grill,LFZbAOhfMFowAQAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAOhfMFo=/docs/LFZbAOhfMFowAQAAAAAAAA==/,"""1000dde7-0000-0200-0000-622fb55d0000""",attachments/,1647293789
304,304,08:00-12:00,San Francisco,8/25/18 9:04,375,Mountain Spring Ave,terrace_garden@gmail.com,0498-024279,Terrace Garden,LFZbAOhfMFoxAQAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAOhfMFo=/docs/LFZbAOhfMFoxAQAAAAAAAA==/,"""1000dee7-0000-0200-0000-622fb55d0000""",attachments/,1647293789
305,305,08:00-12:00,San Francisco,12/15/17 20:08,302,Bertha Ln,deal_golf_and_country_club@mail.com,0494-785698,Deal Golf and Country Club,LFZbAOhfMFoyAQAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAOhfMFo=/docs/LFZbAOhfMFoyAQAAAAAAAA==/,"""1000dfe7-0000-0200-0000-622fb55d0000""",attachments/,1647293789
306,306,08:00-12:00,New York,7/15/17 6:19,173,W 42nd St,park_lane@outlook.com,0497-612011,Park Lane,LFZbAOhfMFozAQAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAOhfMFo=/docs/LFZbAOhfMFozAQAAAAAAAA==/,"""1000e0e7-0000-0200-0000-622fb55d0000""",attachments/,1647293789
307,307,08:00-12:00,San Francisco,5/1/17 6:49,47,Lathrop Ave,green_mountain_restaurant_diner@gmail.com,0498-209718,Green Mountain Restaurant Diner,LFZbAOhfMFo0AQAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAOhfMFo=/docs/LFZbAOhfMFo0AQAAAAAAAA==/,"""1000e1e7-0000-0200-0000-622fb55d0000""",attachments/,1647293789
308,308,08:00-12:00,San Francisco,5/11/17 12:17,66,Lomita Ave,french_circle@hotmail.com,0495-007887,French Circle,LFZbAOhfMFo1AQAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAOhfMFo=/docs/LFZbAOhfMFo1AQAAAAAAAA==/,"""1000e2e7-0000-0200-0000-622fb55d0000""",attachments/,1647293789
309,309,08:00-12:00,San Francisco,7/6/17 20:49,161,Upton St,hotel_empire@yahoo.com,0497-936628,Hotel Empire,LFZbAOhfMFo2AQAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAOhfMFo=/docs/LFZbAOhfMFo2AQAAAAAAAA==/,"""1000e3e7-0000-0200-0000-622fb55d0000""",attachments/,1647293789
310,310,08:00-12:00,San Francisco,9/17/17 10:06,247,Elizabeth St,terminal_station_lunch_room@yahoo.com,0499-023944,Terminal Station Lunch Room,LFZbAOhfMFo3AQAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAOhfMFo=/docs/LFZbAOhfMFo3AQAAAAAAAA==/,"""1000e4e7-0000-0200-0000-622fb55d0000""",attachments/,1647293789
311,311,08:00-12:00,San Francisco,6/2/17 14:04,109,39th Ave,stammhaus@outlook.com,0495-003335,Stammhaus,LFZbAOhfMFo4AQAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAOhfMFo=/docs/LFZbAOhfMFo4AQAAAAAAAA==/,"""1000e6e7-0000-0200-0000-622fb55d0000""",attachments/,1647293789
312,312,08:00-12:00,San Francisco,1/1/18 18:29,310,Bemis St,jewelers_league_of_new_york@aol.com,0498-186979,Jewelers League Of New York,LFZbAOhfMFo5AQAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAOhfMFo=/docs/LFZbAOhfMFo5AQAAAAAAAA==/,"""1000e7e7-0000-0200-0000-622fb55d0000""",attachments/,1647293789
313,313,08:00-12:00,New York,1/5/19 6:36,405,Vesey St,shezan@gmail.com,0498-702295,Shezan,LFZbAOhfMFo6AQAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAOhfMFo=/docs/LFZbAOhfMFo6AQAAAAAAAA==/,"""1000e8e7-0000-0200-0000-622fb55e0000""",attachments/,1647293790
314,314,08:00-12:00,San Francisco,6/12/17 0:52,123,Milton I Ross Ln,crawfords@inbox.com,0494-658590,Crawfords,LFZbAOhfMFo7AQAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAOhfMFo=/docs/LFZbAOhfMFo7AQAAAAAAAA==/,"""1000eae7-0000-0200-0000-622fb55e0000""",attachments/,1647293790
315,315,08:00-12:00,New York,5/28/17 5:25,99,Sheriff St,national_republican_club_house_[?]@inbox.com,0494-369190,National Republican Club House [?],LFZbAOhfMFo8AQAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAOhfMFo=/docs/LFZbAOhfMFo8AQAAAAAAAA==/,"""1000ece7-0000-0200-0000-622fb55e0000""",attachments/,1647293790
316,316,08:00-12:00,San Francisco,12/4/17 0:13,292,Toyon Ln,chamber_of_commerce_(new_york_city?)@outlook.com,0499-298797,Chamber Of Commerce (New York City?),LFZbAOhfMFo9AQAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAOhfMFo=/docs/LFZbAOhfMFo9AQAAAAAAAA==/,"""1000ede7-0000-0200-0000-622fb55e0000""",attachments/,1647293790
317,317,12:00-20:00,San Francisco,3/18/18 11:59,336,Church St,ss_nieuw_amsterdam@yahoo.com,0496-586379,S.S. Nieuw Amsterdam,LFZbAOhfMFo+AQAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAOhfMFo=/docs/LFZbAOhfMFo+AQAAAAAAAA==/,"""1000efe7-0000-0200-0000-622fb55e0000""",attachments/,1647293790
318,318,08:00-21:00,New York,10/2/17 1:11,264,Bond St,ritz-carlton_hotel@aol.com,0499-964876,Ritz-Carlton Hotel,LFZbAOhfMFo-AQAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAOhfMFo=/docs/LFZbAOhfMFo-AQAAAAAAAA==/,"""1000f0e7-0000-0200-0000-622fb55e0000""",attachments/,1647293790
319,319,08:00-21:00,New York,2/1/18 8:00,316,W 181st St,memorial_apts@hotmail.com,0496-568502,Memorial Apts.,LFZbAOhfMFpAAQAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAOhfMFo=/docs/LFZbAOhfMFpAAQAAAAAAAA==/,"""1000f1e7-0000-0200-0000-622fb55e0000""",attachments/,1647293790
320,320,08:00-21:00,New York,8/17/17 0:41,207,Harlem River Dr,agora@hotmail.com,0498-440239,Agora,LFZbAOhfMFpBAQAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAOhfMFo=/docs/LFZbAOhfMFpBAQAAAAAAAA==/,"""1000f3e7-0000-0200-0000-622fb55e0000""",attachments/,1647293790
321,321,08:00-21:00,New York,8/19/17 9:47,212,E 50th St,(fifth_avenue_hotel?}@yahoo.com,0495-366407,(Fifth Avenue Hotel?},LFZbAOhfMFpCAQAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAOhfMFo=/docs/LFZbAOhfMFpCAQAAAAAAAA==/,"""1000f5e7-0000-0200-0000-622fb55e0000""",attachments/,1647293790
322,322,12:00-20:00,San Francisco,7/12/17 16:18,169,Middle Point Rd,new_england_delegation_of_hmmba@mail.com,0499-644955,New England Delegation Of H.M.M.B.A.,LFZbAOhfMFpDAQAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAOhfMFo=/docs/LFZbAOhfMFpDAQAAAAAAAA==/,"""1000f7e7-0000-0200-0000-622fb55f0000""",attachments/,1647293791
323,323,08:00-21:00,New York,11/29/17 4:27,288,Sullivan St,the_greenbrier@inbox.com,0494-429919,The Greenbrier,LFZbAOhfMFpEAQAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAOhfMFo=/docs/LFZbAOhfMFpEAQAAAAAAAA==/,"""1000f8e7-0000-0200-0000-622fb55f0000""",attachments/,1647293791
324,324,12:00-20:00,New York,7/18/18 21:01,363,Leroy St,grunewald_hotel@outlook.com,0496-985254,Grunewald Hotel,LFZbAOhfMFpFAQAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAOhfMFo=/docs/LFZbAOhfMFpFAQAAAAAAAA==/,"""1000f9e7-0000-0200-0000-622fb55f0000""",attachments/,1647293791
325,325,08:00-21:00,San Francisco,7/11/17 6:41,168,Bartlett St,new_york_library_club@mail.com,0496-516225,New York Library Club,LFZbAOhfMFpGAQAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAOhfMFo=/docs/LFZbAOhfMFpGAQAAAAAAAA==/,"""1000fae7-0000-0200-0000-622fb55f0000""",attachments/,1647293791
326,326,08:00-21:00,New York,10/1/17 10:01,262,E 123rd St,the_red_onion@hotmail.com,0499-622718,The Red Onion,LFZbAOhfMFpHAQAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAOhfMFo=/docs/LFZbAOhfMFpHAQAAAAAAAA==/,"""1000fce7-0000-0200-0000-622fb55f0000""",attachments/,1647293791
327,327,12:00-20:00,San Francisco,9/14/17 3:06,243,Sawyer St,north_shore_country_club___main_lounge@inbox.com,0499-318356,North Shore Country Club   Main Lounge,LFZbAOhfMFpIAQAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAOhfMFo=/docs/LFZbAOhfMFpIAQAAAAAAAA==/,"""1000fde7-0000-0200-0000-622fb55f0000""",attachments/,1647293791
328,328,12:00-20:00,San Francisco,10/5/18 21:26,384,Rivera St,la_residence@hotmail.com,0495-548003,La Residence,LFZbAOhfMFpJAQAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAOhfMFo=/docs/LFZbAOhfMFpJAQAAAAAAAA==/,"""1000fee7-0000-0200-0000-622fb55f0000""",attachments/,1647293791
329,329,08:00-21:00,New York,5/25/17 9:39,91,Paladino Ave,society_of_colonial_wars_in_the_state_of_new_jersey@hotmail.com,0496-071272,Society Of Colonial Wars In The State Of New Jersey,LFZbAOhfMFpKAQAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAOhfMFo=/docs/LFZbAOhfMFpKAQAAAAAAAA==/,"""1000ffe7-0000-0200-0000-622fb55f0000""",attachments/,1647293791
330,330,08:00-21:00,New York,2/4/19 13:47,411,W 22nd St,sons_of_delaware@inbox.com,0497-477821,Sons Of Delaware,LFZbAOhfMFpLAQAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAOhfMFo=/docs/LFZbAOhfMFpLAQAAAAAAAA==/,"""100000e8-0000-0200-0000-622fb55f0000""",attachments/,1647293791
331,331,08:00-21:00,New York,4/25/17 3:03,34,E 17th St,the_lyric_theatre@inbox.com,0498-370890,The Lyric Theatre,LFZbAOhfMFpMAQAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAOhfMFo=/docs/LFZbAOhfMFpMAQAAAAAAAA==/,"""100001e8-0000-0200-0000-622fb5600000""",attachments/,1647293792
332,332,12:00-20:00,New York,7/5/17 19:32,160,E 58th St,us_military_academy@gmail.com,0495-544104,Us Military Academy,LFZbAOhfMFpNAQAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAOhfMFo=/docs/LFZbAOhfMFpNAQAAAAAAAA==/,"""100003e8-0000-0200-0000-622fb5600000""",attachments/,1647293792
333,333,12:00-20:00,San Francisco,5/20/17 0:18,85,De Boom St,don_roths_blackhawk_restaurant@gmail.com,0495-750239,Don Roths Blackhawk Restaurant,LFZbAOhfMFpOAQAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAOhfMFo=/docs/LFZbAOhfMFpOAQAAAAAAAA==/,"""100007e8-0000-0200-0000-622fb5600000""",attachments/,1647293792
334,334,08:00-21:00,New York,8/9/17 13:04,196,W 97th St,dinner_held_by_pennsylvania_railroad@mail.com,0495-654190,Dinner Held By Pennsylvania Railroad,LFZbAOhfMFpPAQAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAOhfMFo=/docs/LFZbAOhfMFpPAQAAAAAAAA==/,"""100009e8-0000-0200-0000-622fb5600000""",attachments/,1647293792
335,335,08:00-21:00,New York,4/16/17 19:34,23,W 105th St,waldorf_hotel@hotmail.com,0497-155341,Waldorf Hotel,LFZbAOhfMFpQAQAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAOhfMFo=/docs/LFZbAOhfMFpQAQAAAAAAAA==/,"""10000ae8-0000-0200-0000-622fb5600000""",attachments/,1647293792
336,336,12:00-20:00,San Francisco,1/7/19 6:32,407,Mission St,south_shore_country_club@outlook.com,0497-844548,South Shore Country Club,LFZbAOhfMFpRAQAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAOhfMFo=/docs/LFZbAOhfMFpRAQAAAAAAAA==/,"""10000be8-0000-0200-0000-622fb5600000""",attachments/,1647293792
337,337,12:00-20:00,San Francisco,7/18/17 23:55,179,Arballo Dr,cincinnati_lodge_of_elks_no_5@yahoo.com,0497-397787,Cincinnati Lodge Of Elks No. 5,LFZbAOhfMFpSAQAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAOhfMFo=/docs/LFZbAOhfMFpSAQAAAAAAAA==/,"""10000de8-0000-0200-0000-622fb5600000""",attachments/,1647293792
338,338,08:00-21:00,New York,8/6/17 12:10,190,E 52nd St,old_prague_restaurant@mail.com,0496-342584,Old Prague Restaurant,LFZbAOhfMFpTAQAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAOhfMFo=/docs/LFZbAOhfMFpTAQAAAAAAAA==/,"""10000ee8-0000-0200-0000-622fb5600000""",attachments/,1647293792
339,339,08:00-21:00,San Francisco,5/7/17 8:47,54,Tapia Dr,medical_society_of_the_state_of_new_york@outlook.com,0497-233506,Medical Society Of The State Of New York,LFZbAOhfMFpUAQAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAOhfMFo=/docs/LFZbAOhfMFpUAQAAAAAAAA==/,"""10000fe8-0000-0200-0000-622fb5600000""",attachments/,1647293792
340,340,08:00-21:00,San Francisco,12/15/17 12:08,301,Battery Blaney Rd - Golden Gate National Recreation Area,celtic_club@yahoo.com,0498-001127,Celtic Club,LFZbAOhfMFpVAQAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAOhfMFo=/docs/LFZbAOhfMFpVAQAAAAAAAA==/,"""100010e8-0000-0200-0000-622fb5600000""",attachments/,1647293792
341,341,12:00-20:00,San Francisco,5/13/17 22:45,71,Alma St,lafayette_hotel@yahoo.com,0494-673468,Lafayette Hotel,LFZbAOhfMFpWAQAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAOhfMFo=/docs/LFZbAOhfMFpWAQAAAAAAAA==/,"""100011e8-0000-0200-0000-622fb5610000""",attachments/,1647293793
342,342,08:00-21:00,New York,5/10/17 0:08,62,W 94th St,hotel_cecil@gmail.com,0499-726854,Hotel Cecil,LFZbAOhfMFpXAQAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAOhfMFo=/docs/LFZbAOhfMFpXAQAAAAAAAA==/,"""100012e8-0000-0200-0000-622fb5610000""",attachments/,1647293793
343,343,12:00-20:00,San Francisco,4/5/17 4:59,3,Lassen Alley,"[the_waldorf_astoria_hotel_(new_york,_ny)]@yahoo.com",0495-004404,"[The Waldorf Astoria Hotel (New York, N.Y.)]",LFZbAOhfMFpYAQAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAOhfMFo=/docs/LFZbAOhfMFpYAQAAAAAAAA==/,"""100014e8-0000-0200-0000-622fb5610000""",attachments/,1647293793
344,344,08:00-21:00,San Francisco,8/5/18 19:51,369,Chenery St,club_venus@gmail.com,0499-058417,Club Venus,LFZbAOhfMFpZAQAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAOhfMFo=/docs/LFZbAOhfMFpZAQAAAAAAAA==/,"""100015e8-0000-0200-0000-622fb5610000""",attachments/,1647293793
345,345,12:00-20:00,San Francisco,8/9/17 19:03,197,21st St,hong_kong_restaurant@mail.com,0499-499869,Hong Kong Restaurant,LFZbAOhfMFpaAQAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAOhfMFo=/docs/LFZbAOhfMFpaAQAAAAAAAA==/,"""100016e8-0000-0200-0000-622fb5610000""",attachments/,1647293793
346,346,12:00-20:00,San Francisco,4/6/17 21:39,5,Christmas Tree Point Rd,the_spalding@yahoo.com,0496-025089,The Spalding,LFZbAOhfMFpbAQAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAOhfMFo=/docs/LFZbAOhfMFpbAQAAAAAAAA==/,"""100018e8-0000-0200-0000-622fb5610000""",attachments/,1647293793
347,347,12:00-20:00,San Francisco,6/18/18 8:52,357,Joost Ave,police_department_of_the_city_of_new_york@hotmail.com,0496-870962,Police Department Of The City Of New York,LFZbAOhfMFpcAQAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAOhfMFo=/docs/LFZbAOhfMFpcAQAAAAAAAA==/,"""100019e8-0000-0200-0000-622fb5610000""",attachments/,1647293793
348,348,12:00-20:00,San Francisco,9/2/17 10:21,230,Amatury Loop - Golden Gate National Recreation Area,incorporated_institute_of_accountants@inbox.com,0497-335529,Incorporated Institute Of Accountants,LFZbAOhfMFpdAQAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAOhfMFo=/docs/LFZbAOhfMFpdAQAAAAAAAA==/,"""10001ae8-0000-0200-0000-622fb5610000""",attachments/,1647293793
349,349,08:00-21:00,New York,6/6/17 5:35,114,E 118th St,mexican_american_ss_co@aol.com,0494-061867,Mexican American S.S. Co.,LFZbAOhfMFpeAQAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAOhfMFo=/docs/LFZbAOhfMFpeAQAAAAAAAA==/,"""10001ce8-0000-0200-0000-622fb5610000""",attachments/,1647293793
350,350,08:00-21:00,San Francisco,8/31/17 6:42,224,Farragut Ave,rms_parthia@yahoo.com,0495-104482,R.M.S. Parthia,LFZbAOhfMFpfAQAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAOhfMFo=/docs/LFZbAOhfMFpfAQAAAAAAAA==/,"""10001ee8-0000-0200-0000-622fb5620000""",attachments/,1647293794
351,351,08:00-21:00,San Francisco,6/19/17 23:50,140,Melba Ave,"norfolk_and_western_railway,_southern_railway_system@hotmail.com",0494-616661,"Norfolk And Western Railway, Southern Railway System",LFZbAOhfMFpgAQAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAOhfMFo=/docs/LFZbAOhfMFpgAQAAAAAAAA==/,"""100020e8-0000-0200-0000-622fb5620000""",attachments/,1647293794
352,352,12:00-20:00,New York,12/11/18 7:18,400,Freedom Pl,nippon_yusen_kaisha___ss_kobe_maru@outlook.com,0494-112445,Nippon Yusen Kaisha   S.S. Kobe Maru,LFZbAOhfMFphAQAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAOhfMFo=/docs/LFZbAOhfMFphAQAAAAAAAA==/,"""100021e8-0000-0200-0000-622fb5620000""",attachments/,1647293794
353,353,12:00-20:00,San Francisco,3/3/19 0:42,418,18th St,tzu_hai_pin_cantonese_restaurant@outlook.com,0494-371649,Tzu Hai Pin Cantonese Restaurant,LFZbAOhfMFpiAQAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAOhfMFo=/docs/LFZbAOhfMFpiAQAAAAAAAA==/,"""100023e8-0000-0200-0000-622fb5620000""",attachments/,1647293794
354,354,08:00-21:00,San Francisco,5/16/17 1:17,77,King St,the_essex_hotel_the_colonnades@outlook.com,0496-311243,The Essex Hotel The Colonnades,LFZbAOhfMFpjAQAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAOhfMFo=/docs/LFZbAOhfMFpjAQAAAAAAAA==/,"""100025e8-0000-0200-0000-622fb5620000""",attachments/,1647293794
355,355,12:00-20:00,San Francisco,9/23/17 4:16,254,Rosenkranz St,university_of_catania@inbox.com,0494-463757,University Of Catania,LFZbAOhfMFpkAQAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAOhfMFo=/docs/LFZbAOhfMFpkAQAAAAAAAA==/,"""100028e8-0000-0200-0000-622fb5620000""",attachments/,1647293794
356,356,12:00-20:00,New York,6/11/17 7:23,121,Bank St,mr_smfelton@yahoo.com,0495-955929,Mr. S.M.Felton,LFZbAOhfMFplAQAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAOhfMFo=/docs/LFZbAOhfMFplAQAAAAAAAA==/,"""100029e8-0000-0200-0000-622fb5620000""",attachments/,1647293794
357,357,08:00-21:00,San Francisco,4/7/17 13:08,7,Moscow St,chula_vista@yahoo.com,0497-768114,Chula Vista,LFZbAOhfMFpmAQAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAOhfMFo=/docs/LFZbAOhfMFpmAQAAAAAAAA==/,"""10002ce8-0000-0200-0000-622fb5620000""",attachments/,1647293794
358,358,12:00-20:00,San Francisco,5/18/17 20:22,82,Diaz Ave,the_french_village@gmail.com,0497-268817,The French Village,LFZbAOhfMFpnAQAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAOhfMFo=/docs/LFZbAOhfMFpnAQAAAAAAAA==/,"""10002ee8-0000-0200-0000-622fb5620000""",attachments/,1647293794
359,359,08:00-21:00,San Francisco,12/11/17 5:50,296,Augusta St,poodle_duck_club@gmail.com,0497-687415,Poodle Duck Club,LFZbAOhfMFpoAQAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAOhfMFo=/docs/LFZbAOhfMFpoAQAAAAAAAA==/,"""10002fe8-0000-0200-0000-622fb5620000""",attachments/,1647293794
360,360,08:00-21:00,New York,6/13/18 22:49,355,E 4th St,girard_college@gmail.com,0495-994770,Girard College,LFZbAOhfMFppAQAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAOhfMFo=/docs/LFZbAOhfMFppAQAAAAAAAA==/,"""100030e8-0000-0200-0000-622fb5630000""",attachments/,1647293795
361,361,12:00-20:00,New York,9/27/17 1:47,256,2nd Pl,north_carolina_society_of_new_york@hotmail.com,0498-182365,North Carolina Society Of New York,LFZbAOhfMFpqAQAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAOhfMFo=/docs/LFZbAOhfMFpqAQAAAAAAAA==/,"""100032e8-0000-0200-0000-622fb5630000""",attachments/,1647293795
362,362,08:00-21:00,San Francisco,4/10/17 15:26,11,37th Ave,old_poodle_dog_restaurant@inbox.com,0497-207420,Old Poodle Dog Restaurant,LFZbAOhfMFprAQAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAOhfMFo=/docs/LFZbAOhfMFprAQAAAAAAAA==/,"""100033e8-0000-0200-0000-622fb5630000""",attachments/,1647293795
363,363,08:00-21:00,New York,9/10/17 0:18,238,Joe Dimaggio Hwy,the_buffalo_orpheus@outlook.com,0496-736045,The Buffalo Orpheus,LFZbAOhfMFpsAQAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAOhfMFo=/docs/LFZbAOhfMFpsAQAAAAAAAA==/,"""100035e8-0000-0200-0000-622fb5630000""",attachments/,1647293795
364,364,12:00-20:00,San Francisco,8/21/17 18:32,214,Bret Harte Terrace,st_martins_lodge_no2455@mail.com,0495-278202,St. Martins Lodge No.2455,LFZbAOhfMFptAQAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAOhfMFo=/docs/LFZbAOhfMFptAQAAAAAAAA==/,"""100037e8-0000-0200-0000-622fb5630000""",attachments/,1647293795
365,365,08:00-21:00,New York,5/30/17 21:40,105,E 52nd St,broadway_tabernacle_church@hotmail.com,0497-404394,Broadway Tabernacle Church,LFZbAOhfMFpuAQAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAOhfMFo=/docs/LFZbAOhfMFpuAQAAAAAAAA==/,"""100038e8-0000-0200-0000-622fb5630000""",attachments/,1647293795
366,366,08:00-21:00,New York,3/18/18 4:50,335,W 125th St,little_china@outlook.com,0494-435750,Little China,LFZbAOhfMFpvAQAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAOhfMFo=/docs/LFZbAOhfMFpvAQAAAAAAAA==/,"""10003be8-0000-0200-0000-622fb5630000""",attachments/,1647293795
367,367,12:00-20:00,New York,7/1/17 6:22,155,S Street Viaduct,mayer@inbox.com,0495-219710,Mayer,LFZbAOhfMFpwAQAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAOhfMFo=/docs/LFZbAOhfMFpwAQAAAAAAAA==/,"""10003de8-0000-0200-0000-622fb5630000""",attachments/,1647293795
368,368,12:00-20:00,New York,9/28/18 2:06,381,Minetta St,tsuruya@inbox.com,0499-748143,Tsuruya,LFZbAOhfMFpxAQAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAOhfMFo=/docs/LFZbAOhfMFpxAQAAAAAAAA==/,"""10003ee8-0000-0200-0000-622fb5630000""",attachments/,1647293795
369,369,08:00-21:00,San Francisco,8/27/17 14:53,218,Himmelmann Pl,the_lambs@mail.com,0499-722010,The Lambs,LFZbAOhfMFpyAQAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAOhfMFo=/docs/LFZbAOhfMFpyAQAAAAAAAA==/,"""100040e8-0000-0200-0000-622fb5640000""",attachments/,1647293796
370,370,08:00-21:00,San Francisco,7/14/17 22:16,172,Lulu Alley,oceanic_steamship_company___ventura@aol.com,0498-620530,Oceanic Steamship Company   Ventura,LFZbAOhfMFpzAQAAAAAAAA==,dbs/LFZbAA==/colls/LFZbAOhfMFo=/docs/LFZbAOhfMFpzAQAAAAAAAA==/,"""100041e8-0000-0200-0000-622fb5640000""",attachments/,1647293796
